행정구역명,TP_BUZ_NO,업종코드,bizesId,상호,소분류,adongCd,행정동,lon,lat
대전광역시 서구,8001,I201,MA010120220806238508,약수컨설팅&임대,백반/한정식,30170630,둔산1동,127.388145676682,36.3509697665554
대전광역시 서구,8001,I201,MA010120220804374467,본죽,백반/한정식,30170520,도마1동,127.381019717414,36.3128909067019
대전광역시 서구,8001,I201,MA010120220805142267,탄방골참순대,국/탕/찌개류,30170586,월평1동,127.361825524975,36.3568018574041
대전광역시 서구,8001,I201,MA010120220806174481,옥천식당,백반/한정식,30170535,정림동,127.366873762667,36.3024273766202
대전광역시 서구,8001,I201,MA010120220805768477,맛사랑,백반/한정식,30170570,가장동,127.388205292145,36.331558239981
대전광역시 서구,8001,I201,MA010120220806173991,동림가든식당,백반/한정식,30170600,기성동,127.342630579092,36.2221943285029
대전광역시 서구,8001,I201,MA010120220805141314,공주칼국수가,국수/칼국수,30170593,도안동,127.348075472167,36.3063406452612
대전광역시 서구,8001,I201,MA010120220806203925,새벽우리갯벌낙지,해산물 구이/찜,30170587,월평2동,127.378332311757,36.3627615606856
대전광역시 서구,8001,I201,MA010120220805167768,향수순대,국/탕/찌개류,30170540,변동,127.376724130614,36.3226733116465
대전광역시 서구,8001,I201,MA010120220805745059,대관령양푼이동태찌개.쏭케이크,국/탕/찌개류,30170540,변동,127.384912232079,36.32325101504
대전광역시 서구,8001,I201,MA010120220806192810,우리식당,백반/한정식,30170550,용문동,127.390304095392,36.3347776191161
대전광역시 서구,8001,I201,MA010120220806508562,마마푸드,백반/한정식,30170593,도안동,127.337450405456,36.3288645894933
대전광역시 서구,8001,I201,MA010120220803043330,황금회마차,횟집,30170555,탄방동,127.396376578263,36.3484014352275
대전광역시 서구,8001,I201,MA010120220806224197,달구네연탄구이,돼지고기 구이/찜,30170560,괴정동,127.379952427252,36.338469754969
대전광역시 서구,8001,I201,MA010120220806182625,불돈생돈,돼지고기 구이/찜,30170650,만년동,127.373757815691,36.3661193101562
대전광역시 서구,8001,I201,MA010120220806184407,곽대감연산순대,국/탕/찌개류,30170520,도마1동,127.378603496546,36.3175126265855
대전광역시 서구,8001,I201,MA010120220806212969,쌈채우리,백반/한정식,30170640,둔산2동,127.378902762082,36.3471243785024
대전광역시 서구,8001,I201,MA010120220806225933,현대옥둔산,국/탕/찌개류,30170630,둔산1동,127.388132924265,36.3528893096298
대전광역시 서구,8001,I201,MA010120220802917350,동래집,닭/오리고기 구이/찜,30170597,관저2동,127.338628517877,36.2999783867749
대전광역시 서구,8001,I201,MA010120220806055293,위아래횟집,횟집,30170520,도마1동,127.38468469666,36.3109416309818
대전광역시 서구,8001,I201,MA010120220805757279,남원고을,돼지고기 구이/찜,30170570,가장동,127.385686131014,36.3311428422119
대전광역시 서구,8001,I201,MA010120220806179827,일당식당,백반/한정식,30170630,둔산1동,127.388065816491,36.3505915325733
대전광역시 서구,8001,I201,MA010120220800895550,바다이야기,횟집,30170520,도마1동,127.371957900032,36.3273923927006
대전광역시 서구,8001,I201,MA010120220805784581,설레닭발,닭/오리고기 구이/찜,30170596,관저1동,127.333938448487,36.3071109269272
대전광역시 서구,8001,I201,MA010120220806211844,도솔순대,국/탕/찌개류,30170535,정림동,127.367539192046,36.3089949502264
대전광역시 서구,8001,I201,MA010120220806186901,갯벌바지락손칼국수,국수/칼국수,30170560,괴정동,127.382212483947,36.3405262427064
대전광역시 서구,8001,I201,MA010120220806217588,방일해장국,국/탕/찌개류,30170597,관저2동,127.340244259713,36.3003072376591
대전광역시 서구,8001,I201,MA010120220805685062,안선생생선구이,해산물 구이/찜,30170555,탄방동,127.394200065755,36.3409378909659
대전광역시 서구,8001,I201,MA010120220806202709,청주식당,백반/한정식,30170535,정림동,127.365609702867,36.3059188245713
대전광역시 서구,8001,I201,MA010120220806204759,영희네매운갈비찜,백반/한정식,30170582,갈마2동,127.369022758755,36.3473535554157
대전광역시 서구,8001,I201,MA010120220806448808,신호등,백반/한정식,30170560,괴정동,127.384203551191,36.3354191981391
대전광역시 서구,8001,I201,MA010120220800846568,제주한라돼지연탄삼겹구이,돼지고기 구이/찜,30170597,관저2동,127.339567913684,36.3009490008725
대전광역시 서구,8001,I201,MA010120220806179194,삼일꽃게식당,해산물 구이/찜,30170555,탄방동,127.397436824129,36.3422068402099
대전광역시 서구,8001,I201,MA010120220805832518,그옛날보리고개,백반/한정식,30170535,정림동,127.367117700188,36.3045894656537
대전광역시 서구,8001,I201,MA010120220804760120,구시야끼,백반/한정식,30170596,관저1동,127.335964156041,36.3043476315186
대전광역시 서구,8001,I201,MA010120220805032154,바다향기,횟집,30170530,도마2동,127.371374220499,36.3193917354311
대전광역시 서구,8001,I201,MA010120220806216040,죽이야기대전,백반/한정식,30170630,둔산1동,127.387112711256,36.3515949278506
대전광역시 서구,8001,I201,MA010120220802996093,본미옥,백반/한정식,30170630,둔산1동,127.388132924265,36.3528893096298
대전광역시 서구,8001,I201,MA010120220806180512,전원숯불갈리식당,돼지고기 구이/찜,30170590,가수원동,127.353399437949,36.3018191124558
대전광역시 서구,8001,I201,MA010120220805789278,족미남족발에미친남자,족발/보쌈,30170596,관저1동,127.335672661117,36.3064752422992
대전광역시 서구,8001,I201,MA010120220803720341,봄날의부엌,백반/한정식,30170660,둔산3동,127.396764295871,36.3501664507671
대전광역시 서구,8001,I201,MA010120220804864109,모꼬지감자탕,국/탕/찌개류,30170650,만년동,127.37588320273,36.365526880099
대전광역시 서구,8001,I201,MA010120220805178246,장태산정육식당,소고기 구이/찜,30170520,도마1동,127.371957900032,36.3273923927006
대전광역시 서구,8001,I201,MA010120220806182827,대나무통밥맛정식,백반/한정식,30170650,만년동,127.379985644108,36.3659374542577
대전광역시 서구,8001,I201,MA010120220806027600,두톰숙성회,횟집,30170560,괴정동,127.390024530748,36.3390230739479
대전광역시 서구,8001,I201,MA010120220806233726,시골집추어탕,국/탕/찌개류,30170530,도마2동,127.370941387188,36.3103001670829
대전광역시 서구,8001,I201,MA010120220806588134,마포서서갈비,돼지고기 구이/찜,30170630,둔산1동,127.38861025319,36.3503013873644
대전광역시 서구,8001,I201,MA010120220806224319,한판오감만족,백반/한정식,30170587,월평2동,127.376928633874,36.3581880355075
대전광역시 서구,8001,I201,MA010120220806230694,금평식당,백반/한정식,30170600,기성동,127.342473957902,36.250041649537
대전광역시 서구,8001,I201,MA010120220806192291,청암회관식당,백반/한정식,30170586,월평1동,127.354794223957,36.3540923819841
대전광역시 서구,8001,I201,MA010120220805006465,북촌순두부&쭈꾸미,백반/한정식,30170560,괴정동,127.389542691581,36.3406828097712
대전광역시 서구,8001,I201,MA010120220805772722,방아실순두부와굴,백반/한정식,30170555,탄방동,127.383198995898,36.3440827291431
대전광역시 서구,8001,I201,MA010120220806235315,큰손생고기촌,돼지고기 구이/찜,30170630,둔산1동,127.388720418704,36.3590153821647
대전광역시 서구,8001,I201,MA010120220803412937,할머니곰탕,국/탕/찌개류,30170520,도마1동,127.371957900032,36.3273923927006
대전광역시 서구,8001,I201,MA010120220804850281,거두리시래기감자탕,국/탕/찌개류,30170650,만년동,127.382026861409,36.3663725194358
대전광역시 서구,8001,I201,MA010120220804471008,가장맛있는뒷고기,돼지고기 구이/찜,30170555,탄방동,127.392488049534,36.3460531915307
대전광역시 서구,8001,I201,MA010120220806188019,수라간감자탕,국/탕/찌개류,30170582,갈마2동,127.374101670468,36.3471665402178
대전광역시 서구,8001,I201,MA010120220804909206,시골참순대,국/탕/찌개류,30170593,도안동,127.34888193402,36.3074197135114
대전광역시 서구,8001,I201,MA010120220806198602,갈비가,돼지고기 구이/찜,30170510,복수동,127.381285625899,36.2988947082061
대전광역시 서구,8001,I201,MA010120220806199858,장수골,돼지고기 구이/찜,30170582,갈마2동,127.377380688175,36.3410462568443
대전광역시 서구,8001,I201,MA010120220803091514,사리원면옥,냉면/밀면,30170630,둔산1동,127.387905472625,36.3497089019205
대전광역시 서구,8001,I201,MA010120220806177997,암스테르담,돼지고기 구이/찜,30170600,기성동,127.345242841986,36.2269271057533
대전광역시 서구,8001,I201,MA010120220805796010,일미,백반/한정식,30170520,도마1동,127.37095032338,36.326287074046
대전광역시 서구,8001,I201,MA010120220806233515,구이구이쪽갈비,돼지고기 구이/찜,30170586,월평1동,127.362454970155,36.355592375697
대전광역시 서구,8001,I201,MA010120220805023163,제육대가,기타 한식 음식점,30170597,관저2동,127.332119189191,36.3008257347767
대전광역시 서구,8001,I201,MA010120220806194608,뿌리,백반/한정식,30170555,탄방동,127.387971605033,36.3473205734669
대전광역시 서구,8001,I201,MA010120220806197540,태영생막창,곱창 전골/구이,30170535,정림동,127.367029517523,36.304778984675
대전광역시 서구,8001,I201,MA010120220806217135,가수원횟집,횟집,30170590,가수원동,127.352320574403,36.3045348571224
대전광역시 서구,8001,I201,MA010120220806227603,추부추어탕,국/탕/찌개류,30170586,월평1동,127.364442385328,36.3565145404803
대전광역시 서구,8001,I201,MA010120220806219586,시내버스기사식당,백반/한정식,30170593,도안동,127.337450405456,36.3288645894933
대전광역시 서구,8001,I201,MA010120220806202971,행복식당,백반/한정식,30170581,갈마1동,127.367320845678,36.3431412945512
대전광역시 서구,8001,I201,MA010120220801232458,탕의전설본가설렁탕,국/탕/찌개류,30170590,가수원동,127.353891768511,36.3048276069024
대전광역시 서구,8001,I201,MA010120220806233851,구이구이쪽갈비,돼지고기 구이/찜,30170630,둔산1동,127.387251572694,36.3526398403202
대전광역시 서구,8001,I201,MA010120220806231716,행복한족발,족발/보쌈,30170520,도마1동,127.370538819086,36.324053426355
대전광역시 서구,8001,I201,MA010120220806208176,장어잔치,해산물 구이/찜,30170555,탄방동,127.395599857662,36.3468089295141
대전광역시 서구,8001,I201,MA010120220806203327,덕성,백반/한정식,30170560,괴정동,127.387344467635,36.3399059313803
대전광역시 서구,8001,I201,MA010120220806170737,이모네실내마차,백반/한정식,30170555,탄방동,127.39240006353,36.34627877428
대전광역시 서구,8001,I201,MA010120220806234397,항아리보쌈,족발/보쌈,30170560,괴정동,127.383381985312,36.3359625426247
대전광역시 서구,8001,I201,MA010120220806179563,구봉촌,백반/한정식,30170597,관저2동,127.336814564875,36.3001547354985
대전광역시 서구,8001,I201,MA010120220806216767,대패삽겹살중심으로,돼지고기 구이/찜,30170520,도마1동,127.376933028655,36.3221139219349
대전광역시 서구,8001,I201,MA010120220806238783,산골막국수,국수/칼국수,30170555,탄방동,127.386982381939,36.3432684911592
대전광역시 서구,8001,I201,MA010120220803202405,양반골,백반/한정식,30170630,둔산1동,127.388656529099,36.3528876077313
대전광역시 서구,8001,I201,MA010120220806193018,초원가든,돼지고기 구이/찜,30170600,기성동,127.342717889843,36.234558466306
대전광역시 서구,8001,I201,MA010120220803412485,바를정,백반/한정식,30170593,도안동,127.33865350934,36.3315016419277
대전광역시 서구,8001,I201,MA010120220806529617,태능돌삼겹,돼지고기 구이/찜,30170586,월평1동,127.35978197182,36.3557806888964
대전광역시 서구,8001,I201,MA010120220806512779,장가네묵은지갈비김치찌개,백반/한정식,30170650,만년동,127.380777731008,36.36842216835
대전광역시 서구,8001,I201,MA010120220805531098,최셰프의숯불닭,닭/오리고기 구이/찜,30170630,둔산1동,127.389031068535,36.3497953602517
대전광역시 서구,8001,I201,MA010120220806212019,진성아구찜,해산물 구이/찜,30170582,갈마2동,127.366355279603,36.3415221405821
대전광역시 서구,8001,I201,MA010120220806184514,백암이네순대,국/탕/찌개류,30170586,월평1동,127.363712429674,36.3552731436159
대전광역시 서구,8001,I201,MA010120220806219215,동해식당,백반/한정식,30170540,변동,127.384840865352,36.3268559593646
대전광역시 서구,8001,I201,MA010120220805332759,하남돼지집,돼지고기 구이/찜,30170581,갈마1동,127.373893200792,36.3524931383729
대전광역시 서구,8001,I201,MA010120220806223662,일등석갈비,돼지고기 구이/찜,30170650,만년동,127.381990614936,36.3657958848975
대전광역시 서구,8001,I201,MA010120220802291838,들녘,백반/한정식,30170600,기성동,127.302889179752,36.2303582111508
대전광역시 서구,8001,I201,MA010120220806234597,착한낙지,해산물 구이/찜,30170535,정림동,127.363737411156,36.3079341714802
대전광역시 서구,8001,I201,MA010120220805757416,육사구이,돼지고기 구이/찜,30170640,둔산2동,127.374393142042,36.3522031970709
대전광역시 서구,8001,I201,MA010120220806192460,동원손칼국수,국수/칼국수,30170587,월평2동,127.377340678255,36.3627646965517
대전광역시 서구,8001,I201,MA010120220803988344,두근돼지김치찜,돼지고기 구이/찜,30170582,갈마2동,127.375152609432,36.3479562800758
대전광역시 서구,8001,I201,MA010120220800639390,한마음정육식당,돼지고기 구이/찜,30170593,도안동,127.338632560233,36.3318081021504
대전광역시 서구,8001,I201,MA010120220806210406,시골마당,백반/한정식,30170535,정림동,127.366703522678,36.3064922310435
대전광역시 서구,8001,I201,MA010120220806234511,이모네닭도리탕,백반/한정식,30170560,괴정동,127.387223458858,36.3402127234633
대전광역시 서구,8001,I201,MA010120220805772306,영화식당,백반/한정식,30170535,정림동,127.365755411139,36.3061256507705
대전광역시 서구,8001,I201,MA010120220806173309,산적골식당,백반/한정식,30170530,도마2동,127.373238165511,36.3156099852652
대전광역시 서구,8001,I201,MA010120220806220070,대흥동얼큰이칼국수,국수/칼국수,30170597,관저2동,127.339796003834,36.2996326246324
대전광역시 서구,8001,I201,MA010120220806236326,밤맛고을,백반/한정식,30170582,갈마2동,127.370896162272,36.3477532846379
대전광역시 서구,8001,I201,MA010120220806237053,돈달라고하지마!,돼지고기 구이/찜,30170510,복수동,127.375751982294,36.308068237683
대전광역시 서구,8001,I201,MA010120220805795151,소망식당,백반/한정식,30170540,변동,127.376046439099,36.3299659814097
대전광역시 서구,8001,I201,MA010120220806233420,선사밥상,백반/한정식,30170587,월평2동,127.376889499689,36.3593146262181
대전광역시 서구,8001,I201,MA010120220806228608,담양애떡갈비,돼지고기 구이/찜,30170650,만년동,127.375895038589,36.365671030512
대전광역시 서구,8001,I201,MA010120220805139401,명성식당,백반/한정식,30170597,관저2동,127.325080260333,36.2948161562724
대전광역시 서구,8001,I201,MA010120220800227505,송가칼국수,국수/칼국수,30170630,둔산1동,127.387964251293,36.3525744463579
대전광역시 서구,8001,I201,MA010120220806231523,대전새마을식당,돼지고기 구이/찜,30170560,괴정동,127.389314130099,36.3395210372232
대전광역시 서구,8001,I201,MA010120220806186600,우리집맛식당,백반/한정식,30170555,탄방동,127.396372101957,36.3475182987559
대전광역시 서구,8001,I201,MA010120220806228394,오라이숯불닭갈비,닭/오리고기 구이/찜,30170510,복수동,127.376149397149,36.2980818890189
대전광역시 서구,8001,I201,MA010120220806172691,엔젤유통,국수/칼국수,30170590,가수원동,127.349672112891,36.3023527579905
대전광역시 서구,8001,I201,MA010120220806649873,오빠곱창,곱창 전골/구이,30170593,도안동,127.339862491587,36.330344701018
대전광역시 서구,8001,I201,MA010120220806336132,곤지암할매소머리국밥,국/탕/찌개류,30170650,만년동,127.382564478655,36.366938537825
대전광역시 서구,8001,I201,MA010120220806222746,대구왕막창,곱창 전골/구이,30170510,복수동,127.381398577723,36.2992277855312
대전광역시 서구,8001,I201,MA010120220806211289,돈삼지주먹구이,돼지고기 구이/찜,30170597,관저2동,127.336135717141,36.3002197288056
대전광역시 서구,8001,I201,MA010120220802309744,정통집,백반/한정식,30170520,도마1동,127.371434028811,36.3226087609979
대전광역시 서구,8001,I201,MA010120220805747569,찬,백반/한정식,30170550,용문동,127.393735144808,36.3370914010327
대전광역시 서구,8001,I201,MA010120220806197798,등대민물매운탕,해산물 구이/찜,30170586,월평1동,127.36180632905,36.3574687846708
대전광역시 서구,8001,I201,MA010120220806221830,수정자갈치꼼장어,횟집,30170560,괴정동,127.390259654171,36.3392656240027
대전광역시 서구,8001,I201,MA010120220805029404,케이푸드,백반/한정식,30170520,도마1동,127.371756894139,36.3225897337044
대전광역시 서구,8001,I201,MA010120220800678317,흥부네대패삼겹살,돼지고기 구이/찜,30170555,탄방동,127.39043111216,36.3423741214722
대전광역시 서구,8001,I201,MA010120220805487807,야인상회,돼지고기 구이/찜,30170586,월평1동,127.361835331381,36.3565134518414
대전광역시 서구,8001,I201,MA010120220801862583,명랑칼국수,국수/칼국수,30170550,용문동,127.390868989335,36.3386057739421
대전광역시 서구,8001,I201,MA010120220806227533,청진동보리밥,백반/한정식,30170586,월평1동,127.353692728736,36.351950850067
대전광역시 서구,8001,I201,MA010120220806175015,솔밭식당,백반/한정식,30170535,정림동,127.365805376388,36.3072880226592
대전광역시 서구,8001,I201,MA010120220805463940,옹심이메밀칼국수,국수/칼국수,30170587,월평2동,127.375032853429,36.3601495480004
대전광역시 서구,8001,I201,MA010120220804960087,이가오가,백반/한정식,30170586,월평1동,127.358802020726,36.3558827647243
대전광역시 서구,8001,I201,MA010120220800838616,가수원집,돼지고기 구이/찜,30170593,도안동,127.352052601631,36.3068426738322
대전광역시 서구,8001,I201,MA010120220806213308,둔산공주칼국수,국수/칼국수,30170640,둔산2동,127.378374927768,36.3554529069255
대전광역시 서구,8001,I201,MA010120220806214989,장모님숯불막창,곱창 전골/구이,30170630,둔산1동,127.389498630192,36.3519656679426
대전광역시 서구,8001,I201,MA010120220806215367,한가네참옻집,백반/한정식,30170575,내동,127.374808646036,36.3319704846705
대전광역시 서구,8001,I201,MA010120220801477473,토종칼국수분점,국수/칼국수,30170593,도안동,127.35089712628,36.3073957920679
대전광역시 서구,8001,I201,MA010120220806186555,금산삼계탕,국/탕/찌개류,30170520,도마1동,127.373819884585,36.3208350116154
대전광역시 서구,8001,I201,MA010120220806208026,그때그집보리밥집,백반/한정식,30170520,도마1동,127.3823301049,36.3167257508661
대전광역시 서구,8001,I201,MA010120220803511473,오감만족,백반/한정식,30170581,갈마1동,127.371348864152,36.356286005931
대전광역시 서구,8001,I201,MA010120220805826586,채반,백반/한정식,30170630,둔산1동,127.389491305481,36.3527316900392
대전광역시 서구,8001,I201,MA010120220800079343,왔다삼겹살,돼지고기 구이/찜,30170540,변동,127.375017274638,36.3290229777804
대전광역시 서구,8001,I201,MA010120220806226983,어돈,돼지고기 구이/찜,30170555,탄방동,127.383332534764,36.3440552655932
대전광역시 서구,8001,I201,MA010120220800370741,또바기한방누룽지삼계탕,국/탕/찌개류,30170597,관저2동,127.333688815095,36.3007853169755
대전광역시 서구,8001,I201,MA010120220806201934,배재돌구이,돼지고기 구이/찜,30170520,도마1동,127.370932898029,36.3226103171573
대전광역시 서구,8001,I201,MA010120220802507149,소문난장어,해산물 구이/찜,30170581,갈마1동,127.367702249692,36.3460779561224
대전광역시 서구,8001,I201,MA010120220806236806,어식백세,백반/한정식,30170630,둔산1동,127.387426650254,36.3519994389467
대전광역시 서구,8001,I201,MA010120220806177130,용문수구리,백반/한정식,30170570,가장동,127.389941662742,36.3335712248487
대전광역시 서구,8001,I201,MA010120220803043543,장인닭발,닭/오리고기 구이/찜,30170535,정림동,127.365609702867,36.3059188245713
대전광역시 서구,8001,I201,MA010120220803043561,에쓰와이푸드,백반/한정식,30170555,탄방동,127.38898989306,36.3482364617245
대전광역시 서구,8001,I201,MA010120220803143186,두가집,백반/한정식,30170540,변동,127.379942828309,36.3250242129952
대전광역시 서구,8001,I201,MA010120220805515476,이가식당,백반/한정식,30170660,둔산3동,127.397541859963,36.3497222909994
대전광역시 서구,8001,I201,MA010120220806216641,전통칼국수식당,국수/칼국수,30170555,탄방동,127.392478221688,36.3396548762649
대전광역시 서구,8001,I201,MA010120220805088890,예술을담은한끼예담,백반/한정식,30170570,가장동,127.385585450036,36.3310530492894
대전광역시 서구,8001,I201,MA010120220806196705,토종골옻닭마을,닭/오리고기 구이/찜,30170581,갈마1동,127.373206748689,36.3510534043296
대전광역시 서구,8001,I201,MA010120220805007828,시골집빈대떡,전/부침개,30170540,변동,127.369063615657,36.3300418177026
대전광역시 서구,8001,I201,MA010120220805228690,5.5닭갈비가,닭/오리고기 구이/찜,30170593,도안동,127.351210497595,36.3077553447974
대전광역시 서구,8001,I201,MA010120220806237090,삼백직화구이집,돼지고기 구이/찜,30170555,탄방동,127.394333140989,36.3408202990687
대전광역시 서구,8001,I201,MA010120220806204998,올갱이마을,백반/한정식,30170640,둔산2동,127.380964391277,36.354137976412
대전광역시 서구,8001,I201,MA010120220806203625,구이구이삼겹살,돼지고기 구이/찜,30170593,도안동,127.349957271242,36.3063711989702
대전광역시 서구,8001,I201,MA010120220806379857,마장동고기집,돼지고기 구이/찜,30170597,관저2동,127.337783280367,36.2976016519661
대전광역시 서구,8001,I201,MA010120220806202457,해물천하,백반/한정식,30170575,내동,127.370989456507,36.3345417454437
대전광역시 서구,8001,I201,MA010120220806251827,경복궁엔타스주,백반/한정식,30170650,만년동,127.379994288908,36.3654237583398
대전광역시 서구,8001,I201,MA010120220804578585,시골막국수,국수/칼국수,30170597,관저2동,127.32342764172,36.2962985811374
대전광역시 서구,8001,I201,MA010120220805635284,아리네,백반/한정식,30170520,도마1동,127.373819368167,36.3207268716758
대전광역시 서구,8001,I201,MA010120220802951494,미도안동찜닭,닭/오리고기 구이/찜,30170560,괴정동,127.385840016553,36.3375046566158
대전광역시 서구,8001,I201,MA010120220805181428,86맨션,횟집,30170581,갈마1동,127.3752280372,36.3474243496952
대전광역시 서구,8001,I201,MA010120220806201021,화로야,돼지고기 구이/찜,30170586,월평1동,127.361520130684,36.3558114896724
대전광역시 서구,8001,I201,MA010120220805999945,빌든셰프의국밥,국/탕/찌개류,30170581,갈마1동,127.36849802916,36.3494729373722
대전광역시 서구,8001,I201,MA010120220804999678,한민순대,국/탕/찌개류,30170520,도마1동,127.382672526961,36.3161569117925
대전광역시 서구,8001,I201,MA010120220805770123,지리산산골농장,돼지고기 구이/찜,30170630,둔산1동,127.389031068535,36.3497953602517
대전광역시 서구,8001,I201,MA010120220806173713,큰맘할매순대국세이브존,국/탕/찌개류,30170660,둔산3동,127.398137442869,36.3551093291822
대전광역시 서구,8001,I201,MA010120220806173162,고향식당,백반/한정식,30170550,용문동,127.392231523177,36.3371053569945
대전광역시 서구,8001,I201,MA010120220803579651,제주은희네해장국대전,국/탕/찌개류,30170581,갈마1동,127.367925911478,36.3509976866282
대전광역시 서구,8001,I201,MA010120220804400552,흑석한우마을,소고기 구이/찜,30170600,기성동,127.3414906981,36.2541989505265
대전광역시 서구,8001,I201,MA010120220806238885,홍재칼국수,국수/칼국수,30170530,도마2동,127.375759530366,36.3166023964378
대전광역시 서구,8001,I201,MA010120220806170491,반포칼국수,국수/칼국수,30170581,갈마1동,127.367229575508,36.3521713563503
대전광역시 서구,8001,I201,MA010120220806232662,강가네닭도리탕,백반/한정식,30170560,괴정동,127.386933718289,36.3401866266132
대전광역시 서구,8001,I201,MA010120220805515017,정성가득찌개공방,국/탕/찌개류,30170590,가수원동,127.351501438133,36.3006351457205
대전광역시 서구,8001,I201,MA010120220805915271,왕대만선,횟집,30170650,만년동,127.375726170088,36.3653110925485
대전광역시 서구,8001,I201,MA010120220806210358,은혜식당,돼지고기 구이/찜,30170530,도마2동,127.369592356616,36.3170091306473
대전광역시 서구,8001,I201,MA010120220806214170,영심이식당,백반/한정식,30170520,도마1동,127.37488466445,36.3245895946679
대전광역시 서구,8001,I201,MA010120220806215006,보현능이버섯식당,백반/한정식,30170586,월평1동,127.364680593749,36.357423999902
대전광역시 서구,8001,I201,MA010120220806182812,알찬동태,백반/한정식,30170540,변동,127.38402297516,36.3281292513222
대전광역시 서구,8001,I201,MA010120220806237773,미스터아구찜,해산물 구이/찜,30170582,갈마2동,127.375317804076,36.3475592441292
대전광역시 서구,8001,I201,MA010120220805082124,설도,돼지고기 구이/찜,30170581,갈마1동,127.373364347843,36.3513953585357
대전광역시 서구,8001,I201,MA010120220800632792,도희성식당,백반/한정식,30170540,변동,127.379134835058,36.3260541223646
대전광역시 서구,8001,I201,MA010120220806229384,관저대패삼겹살,돼지고기 구이/찜,30170596,관저1동,127.335943819601,36.3073936871292
대전광역시 서구,8001,I201,MA010120220806207753,오한순손수제비,국수/칼국수,30170581,갈마1동,127.371170624772,36.3539435059384
대전광역시 서구,8001,I201,MA010120220806178105,전통콩나물밥식당,백반/한정식,30170581,갈마1동,127.368341692772,36.3541234829938
대전광역시 서구,8001,I201,MA010120220803123838,갑천순대국밥,백반/한정식,30170535,정림동,127.363499522743,36.2998603000327
대전광역시 서구,8001,I201,MA010120220806190531,별난이모,백반/한정식,30170582,갈마2동,127.373146319403,36.3477282560527
대전광역시 서구,8001,I201,MA010120220806196733,만년건강보리밥,백반/한정식,30170650,만년동,127.374181314432,36.3661360080308
대전광역시 서구,8001,I201,MA010120220805445107,청송상황삼계탕,국/탕/찌개류,30170596,관저1동,127.334406387663,36.3071817135754
대전광역시 서구,8001,I201,MA010120220806186040,원조가장순대식당,국/탕/찌개류,30170570,가장동,127.390396602881,36.3332272923516
대전광역시 서구,8001,I201,MA010120220805855293,88집,돼지고기 구이/찜,30170593,도안동,127.350904949488,36.3066567995555
대전광역시 서구,8001,I201,MA010120220805856756,옛집,백반/한정식,30170560,괴정동,127.385574108038,36.3355319374099
대전광역시 서구,8001,I201,MA010120220806195654,옛집영양탕,백반/한정식,30170587,월평2동,127.376062474462,36.3611015557904
대전광역시 서구,8001,I201,MA010120220805937506,풍전맛집,백반/한정식,30170530,도마2동,127.376283542849,36.3167359251454
대전광역시 서구,8001,I201,MA010120220805859185,늘푸른수산,횟집,30170535,정림동,127.365456772111,36.3065501195992
대전광역시 서구,8001,I201,MA010120220806217176,본죽,백반/한정식,30170660,둔산3동,127.39813243062,36.3519372136801
대전광역시 서구,8001,I201,MA010120220806188257,엑스포아구,백반/한정식,30170640,둔산2동,127.381386155946,36.3538122082134
대전광역시 서구,8001,I201,MA010120220803546668,황금바다횟집,횟집,30170560,괴정동,127.383151174065,36.3365941066998
대전광역시 서구,8001,I201,MA010120220805827201,굴세상,해산물 구이/찜,30170581,갈마1동,127.366357597326,36.3396386738188
대전광역시 서구,8001,I201,MA010120220806283792,동촌얼크니칼국수,국수/칼국수,30170597,관저2동,127.336895868199,36.3009385362981
대전광역시 서구,8001,I201,MA010120220805290415,뚱땡이부대찌개감자탕,국/탕/찌개류,30170593,도안동,127.341069002992,36.3286290235864
대전광역시 서구,8001,I201,MA010120220803721225,제주유기농쌈밥촌,백반/한정식,30170510,복수동,127.3791417937,36.2975948105295
대전광역시 서구,8001,I201,MA010120220806198703,삼천포횟집,횟집,30170650,만년동,127.376462778335,36.3655611022209
대전광역시 서구,8001,I201,MA010120220806203238,탄방골흑염소삼계탕,백반/한정식,30170555,탄방동,127.390004868102,36.3440156531052
대전광역시 서구,8001,I201,MA010120220803132084,다와갤러리,백반/한정식,30170593,도안동,127.341072852102,36.329512168357
대전광역시 서구,8001,I201,MA010120220806231125,불타는쪽갈비,돼지고기 구이/찜,30170640,둔산2동,127.376902262065,36.3527179906439
대전광역시 서구,8001,I201,MA010120220800140000,대패촌,돼지고기 구이/찜,30170630,둔산1동,127.389778896649,36.3590209456752
대전광역시 서구,8001,I201,MA010120220805459835,양스타,돼지고기 구이/찜,30170597,관저2동,127.337147590436,36.2973421027442
대전광역시 서구,8001,I201,MA010120220806208233,둔산돌구이,돼지고기 구이/찜,30170630,둔산1동,127.389498630192,36.3519656679426
대전광역시 서구,8001,I201,MA010120220806182526,맷돌순대,국/탕/찌개류,30170560,괴정동,127.382823870743,36.3334410353615
대전광역시 서구,8001,I201,MA010120220806174195,학식당,백반/한정식,30170600,기성동,127.346749224116,36.2154144844823
대전광역시 서구,8001,I201,MA010120220806187350,이대감왕족발보쌈,백반/한정식,30170582,갈마2동,127.377472147357,36.3415326032702
대전광역시 서구,8001,I201,MA010120220806233062,5953닭갈비,닭/오리고기 구이/찜,30170593,도안동,127.348925868206,36.3072844079349
